@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute features-1 numeric
@attribute features-2 numeric
@attribute features-3 numeric
@attribute features-4 numeric
@attribute features-5 numeric
@attribute features-6 numeric
@attribute features-7 numeric
@attribute state {0,1,2,3,4}
@attribute intensity numeric

@data
4249,'2026/07/05 20:02:56:297',46,0.433899,0.837785,0.011987,-0.009374,-0.00063,0.576531,0.007503,1,0.2
4250,'2026/07/05 20:02:56:411',46,0.41575,0.837785,0.011987,-0.009374,-0.00063,0.576531,0.007503,1,0.2
4251,'2026/07/05 20:02:56:518',46,0.399115,0.832506,0.011987,-0.009374,-0.002479,0.576531,0.007503,1,0.2
4252,'2026/07/05 20:02:56:625',46,0.381981,0.820685,0.011987,-0.009374,-0.004394,0.576531,0.007503,1,0.2
4253,'2026/07/05 20:02:56:726',46,0.367215,0.811374,0.011987,-0.007672,-0.004394,0.576531,0.007503,1,0.2
4254,'2026/07/05 20:02:56:821',46,0.354424,0.801468,0.010308,-0.006162,-0.004394,0.599367,0.007503,1,0.2
4255,'2026/07/05 20:02:56:925',46,0.342121,0.786783,0.012634,-0.006162,-0.008433,0.599367,0.007503,1,0.2
4256,'2026/07/05 20:02:57:033',46,0.330681,0.771571,0.010637,-0.006162,-0.008433,0.619688,0.007503,1,0.2
4257,'2026/07/05 20:02:57:141',46,0.321592,0.755582,0.010637,-0.004147,-0.008433,0.619688,0.007503,1,0.2
4258,'2026/07/05 20:02:57:259',46,0.314593,0.737185,0.010637,-0.004147,-0.008433,0.647041,0.007503,1,0.2
4259,'2026/07/05 20:02:57:370',46,0.310431,0.718122,0.012433,-0.001364,-0.01025,0.671146,0.007503,1,0.2
4260,'2026/07/05 20:02:57:477',46,0.307372,0.69838,0.012433,-0.001364,-0.01025,0.671146,0.007503,1,0.2
4261,'2026/07/05 20:02:57:577',46,0.307372,0.679786,0.01088,-0.001364,-0.01025,0.694236,0.007503,1,0.2
4262,'2026/07/05 20:02:57:695',46,0.307372,0.66188,0.01088,0.000546,-0.01025,0.694236,0.007503,1,0.2
4263,'2026/07/05 20:02:57:798',46,0.307372,0.643903,0.01088,0.00247,-0.008567,0.694236,0.007503,1,0.2
4264,'2026/07/05 20:02:57:895',46,0.315225,0.625832,0.01088,0.00247,-0.008567,0.714679,0.007503,1,0.2
4265,'2026/07/05 20:02:58:004',46,0.322508,0.608748,0.01088,0.00247,-0.008567,0.714679,0.007503,1,0.2
4266,'2026/07/05 20:02:58:121',46,0.330047,0.593664,0.01088,0.00247,-0.008567,0.714679,0.007503,1,0.2
4267,'2026/07/05 20:02:58:221',46,0.33914,0.580076,0.01088,0.004544,-0.00703,0.714679,0.007503,1,0.2
4268,'2026/07/05 20:02:58:330',46,0.348119,0.568128,0.008922,0.004544,-0.00703,0.714679,0.007503,1,0.2
4269,'2026/07/05 20:02:58:429',46,0.357037,0.558384,0.007369,0.004544,-0.005112,0.714679,0.007503,1,0.2
4270,'2026/07/05 20:02:58:527',46,0.368102,0.550599,0.007369,0.004544,-0.005112,0.714679,0.007503,1,0.2
4271,'2026/07/05 20:02:58:637',46,0.378463,0.543953,0.007369,0.004544,-0.003555,0.714679,0.007503,1,0.2
4272,'2026/07/05 20:02:58:754',46,0.391792,0.539465,0.007369,0.006783,-0.003555,0.714679,0.007503,1,0.2
4273,'2026/07/05 20:02:58:850',46,0.405748,0.539465,0.008911,0.006783,-0.00149,0.714679,0.007503,1,0.2
4274,'2026/07/05 20:02:58:958',46,0.418714,0.535503,0.008911,0.006783,-0.00149,0.714679,0.007503,1,0.2
4275,'2026/07/05 20:02:59:073',46,0.432148,0.535503,0.008911,0.006783,-0.00149,0.714679,0.007503,1,0.2
4276,'2026/07/05 20:02:59:174',46,0.444703,0.535503,0.008911,0.006783,0.000348,0.714679,0.007503,1,0.2
4277,'2026/07/05 20:02:59:270',46,0.45639,0.535503,0.007212,0.006783,0.000348,0.714679,0.007503,1,0.2
4278,'2026/07/05 20:02:59:379',46,0.468691,0.53917,0.007212,0.006783,0.001888,0.714679,0.007503,1,0.2
4279,'2026/07/05 20:02:59:501',46,0.479252,0.542501,0.007212,0.005155,0.001888,0.714679,0.007503,1,0.2
4280,'2026/07/05 20:02:59:612',46,0.490944,0.550246,0.007212,0.005155,0.001888,0.714679,0.007503,1,0.2
4281,'2026/07/05 20:02:59:709',46,0.501522,0.557186,0.007212,0.005155,0.003636,0.714679,0.007503,1,0.2
4282,'2026/07/05 20:02:59:819',46,0.511134,0.566939,0.008932,0.005155,0.005886,0.714679,0.007503,1,0.2
4283,'2026/07/05 20:02:59:917',46,0.519267,0.579116,0.008932,0.005155,0.005886,0.714679,0.007503,1,0.2
4284,'2026/07/05 20:03:00:022',46,0.52595,0.591605,0.008932,0.00348,0.005886,0.714679,0.007503,1,0.2
4285,'2026/07/05 20:03:00:136',46,0.529288,0.609822,0.012434,0.00348,0.010756,0.692646,0.007503,1,0.2
4286,'2026/07/05 20:03:00:232',46,0.534942,0.630157,0.012434,0.00348,0.010756,0.692646,0.007503,1,0.2
4287,'2026/07/05 20:03:00:341',46,0.539694,0.651303,0.01276,0.001477,0.010756,0.669779,0.007503,1,0.2
4288,'2026/07/05 20:03:00:442',46,0.539694,0.674199,0.01276,0.001477,0.010756,0.669779,0.007503,1,0.2
4289,'2026/07/05 20:03:00:561',46,0.539694,0.694931,0.011238,-0.000289,0.010756,0.644144,0.007503,1,0.2
4290,'2026/07/05 20:03:00:664',46,0.539694,0.714796,0.011238,-0.000289,0.010756,0.623489,0.007503,1,0.2
4291,'2026/07/05 20:03:00:773',46,0.536101,0.732816,0.011238,-0.00195,0.009219,0.623489,0.007503,1,0.2
4292,'2026/07/05 20:03:00:874',46,0.527553,0.750567,0.011961,-0.004448,0.009219,0.600362,0.007503,1,0.2
4293,'2026/07/05 20:03:00:994',46,0.519316,0.767452,0.010388,-0.004448,0.009219,0.600362,0.007503,1,0.2
4294,'2026/07/05 20:03:01:109',46,0.509895,0.782956,0.010388,-0.004448,0.00746,0.600362,0.007503,1,0.2
4295,'2026/07/05 20:03:01:221',46,0.499224,0.797059,0.010388,-0.004448,0.00746,0.578731,0.007503,1,0.2
4296,'2026/07/05 20:03:01:328',46,0.487777,0.808976,0.010388,-0.00595,0.005571,0.578731,0.007503,1,0.2
4297,'2026/07/05 20:03:01:461',46,0.473755,0.819241,0.010388,-0.00595,0.005571,0.578731,0.007503,1,0.2
4298,'2026/07/05 20:03:01:537',46,0.460593,0.827392,0.010388,-0.00595,0.003745,0.578731,0.007503,1,0.2
4299,'2026/07/05 20:03:01:643',46,0.447857,0.830627,0.008771,-0.00595,0.003745,0.578731,0.007503,1,0.2
4300,'2026/07/05 20:03:01:742',46,0.433623,0.834797,0.008771,-0.00595,0.00155,0.578731,0.007503,1,0.2
4301,'2026/07/05 20:03:01:839',46,0.420452,0.834797,0.008771,-0.00595,0.00155,0.578731,0.007503,1,0.2
4302,'2026/07/05 20:03:01:944',46,0.406774,0.834797,0.008771,-0.007659,-0.001783,0.578731,0.007503,1,0.2
4303,'2026/07/05 20:03:02:044',46,0.391411,0.827701,0.010577,-0.007659,-0.001783,0.578731,0.007503,1,0.2
4304,'2026/07/05 20:03:02:163',46,0.376326,0.818445,0.010577,-0.007659,-0.005614,0.578731,0.007503,1,0.2
4305,'2026/07/05 20:03:02:301',46,0.36226,0.807083,0.010577,-0.007659,-0.005614,0.578731,0.007503,1,0.2
4306,'2026/07/05 20:03:02:369',46,0.349535,0.794998,0.010577,-0.007659,-0.005614,0.578731,0.007503,1,0.2
4307,'2026/07/05 20:03:02:470',46,0.338498,0.781491,0.010577,-0.005799,-0.007255,0.578731,0.007503,1,0.2
4308,'2026/07/05 20:03:02:569',46,0.330032,0.765049,0.010577,-0.003863,-0.009093,0.578731,0.007503,1,0.2
4309,'2026/07/05 20:03:02:679',46,0.32664,0.748648,0.010577,-0.003863,-0.009093,0.60178,0.007503,1,0.2
4310,'2026/07/05 20:03:02:790',46,0.321451,0.729506,0.010577,-0.002207,-0.009093,0.60178,0.007503,1,0.2
4311,'2026/07/05 20:03:03:018',46,0.318419,0.711554,0.010577,-0.002207,-0.009093,0.622674,0.007503,1,0.2
4312,'2026/07/05 20:03:03:021',46,0.318419,0.694529,0.010577,-0.000494,-0.009093,0.622674,0.007503,1,0.2
4313,'2026/07/05 20:03:03:125',46,0.318419,0.678421,0.008973,-0.000494,-0.007516,0.622674,0.007503,1,0.2
4314,'2026/07/05 20:03:03:227',46,0.318419,0.664136,0.008973,-0.000494,-0.007516,0.647274,0.007503,1,0.2
4315,'2026/07/05 20:03:03:326',46,0.322712,0.650819,0.008973,0.001448,-0.007516,0.647274,0.007503,1,0.2
4316,'2026/07/05 20:03:03:437',46,0.326642,0.637689,0.008973,0.001448,-0.007516,0.647274,0.007503,1,0.2
4317,'2026/07/05 20:03:03:522',46,0.335081,0.625172,0.00734,0.003474,-0.005787,0.670177,0.007503,1,0.2
4318,'2026/07/05 20:03:03:634',46,0.342139,0.61365,0.00734,0.003474,-0.005787,0.670177,0.007503,1,0.2
4319,'2026/07/05 20:03:03:753',46,0.34882,0.604089,0.00734,0.003474,-0.005787,0.670177,0.004309,1,0.2
4320,'2026/07/05 20:03:03:838',46,0.355841,0.596375,0.00734,0.003474,-0.004185,0.670177,0.004309,1,0.2
4321,'2026/07/05 20:03:03:944',46,0.363674,0.593222,0.00734,0.003474,-0.004185,0.670177,0.004309,1,0.2
4322,'2026/07/05 20:03:04:057',46,0.371986,0.587974,0.00734,0.003474,-0.002438,0.670177,0.004309,1,0.2
4323,'2026/07/05 20:03:04:167',46,0.381228,0.58432,0.005612,0.005046,-0.00061,0.670177,0.004309,1,0.2
4324,'2026/07/05 20:03:04:269',46,0.390819,0.58432,0.005612,0.005046,-0.00061,0.670177,0.004309,1,0.2
4325,'2026/07/05 20:03:04:385',46,0.402235,0.58432,0.007785,0.005046,0.001383,0.670177,0.004309,1,0.2
4326,'2026/07/05 20:03:04:496',46,0.413418,0.588842,0.007785,0.005046,0.001383,0.670177,0.004309,1,0.2
4327,'2026/07/05 20:03:04:607',46,0.423901,0.593144,0.007785,0.005046,0.001383,0.670177,0.004309,1,0.2
4328,'2026/07/05 20:03:04:705',46,0.433714,0.601791,0.007785,0.005046,0.003086,0.670177,0.004309,1,0.2
4329,'2026/07/05 20:03:04:833',46,0.442536,0.608847,0.007785,0.005046,0.003086,0.670177,0.004309,1,0.2
4330,'2026/07/05 20:03:04:940',46,0.450943,0.618012,0.007785,0.005046,0.005157,0.670177,0.004309,1,0.2
4331,'2026/07/05 20:03:05:053',46,0.457771,0.627942,0.007785,0.003518,0.005157,0.648699,0.004309,1,0.2
4332,'2026/07/05 20:03:05:151',46,0.464482,0.641821,0.007785,0.003518,0.00692,0.648699,0.004309,1,0.2
4333,'2026/07/05 20:03:05:264',46,0.467589,0.65668,0.009462,0.003518,0.00692,0.648699,0.004309,1,0.2
4334,'2026/07/05 20:03:05:375',46,0.472699,0.670855,0.009462,0.001899,0.00692,0.628243,0.004309,1,0.2
4335,'2026/07/05 20:03:05:473',46,0.476246,0.68464,0.007932,0.001899,0.00692,0.628243,0.004309,1,0.2
4336,'2026/07/05 20:03:05:583',46,0.479654,0.697841,0.007932,0.001899,0.00692,0.628243,0.004309,1,0.2
4337,'2026/07/05 20:03:05:692',46,0.479654,0.712911,0.009883,0.000331,0.008635,0.605461,0.004309,1,0.2
4338,'2026/07/05 20:03:05:792',46,0.476359,0.72874,0.009883,-0.001267,0.008635,0.605461,0.004309,1,0.2
4339,'2026/07/05 20:03:05:912',46,0.472062,0.744552,0.010243,-0.002958,0.008635,0.605461,0.004309,1,0.2
4340,'2026/07/05 20:03:06:020',46,0.466377,0.761575,0.010243,-0.002958,0.008635,0.583473,0.004309,1,0.2
4341,'2026/07/05 20:03:06:132',46,0.458954,0.777856,0.010243,-0.002958,0.008635,0.583473,0.004309,1,0.2
4342,'2026/07/05 20:03:06:230',46,0.450631,0.79239,0.010243,-0.002958,0.007119,0.583473,0.004309,1,0.2
4343,'2026/07/05 20:03:06:344',46,0.441783,0.805135,0.008723,-0.002958,0.007119,0.583473,0.004309,1,0.2
4344,'2026/07/05 20:03:06:452',46,0.431046,0.815981,0.008723,-0.006221,0.00524,0.583473,0.004309,1,0.2
4345,'2026/07/05 20:03:06:566',46,0.41905,0.824095,0.008723,-0.006221,0.00524,0.583473,0.004309,1,0.2
4346,'2026/07/05 20:03:06:669',46,0.406719,0.827435,0.008723,-0.006221,0.003388,0.583473,0.004309,1,0.2
4347,'2026/07/05 20:03:06:770',46,0.394122,0.831518,0.008723,-0.006221,0.00178,0.583473,0.004309,1,0.2
4348,'2026/07/05 20:03:06:879',46,0.381545,0.831518,0.008723,-0.006221,0.000142,0.583473,0.004309,1,0.2
4349,'2026/07/05 20:03:06:988',46,0.368228,0.831518,0.008723,-0.006221,-0.001552,0.583473,0.004309,1,0.2
4350,'2026/07/05 20:03:07:100',46,0.35627,0.82664,0.008723,-0.006221,-0.001552,0.583473,0.004309,1,0.2
4351,'2026/07/05 20:03:07:218',46,0.34531,0.820452,0.008723,-0.006221,-0.00333,0.583473,0.004309,1,0.2
4352,'2026/07/05 20:03:07:324',46,0.334186,0.807334,0.011384,-0.006221,-0.0065,0.583473,0.004309,1,0.2
4353,'2026/07/05 20:03:07:429',46,0.324613,0.793967,0.011384,-0.004444,-0.0065,0.583473,0.004309,1,0.2
4354,'2026/07/05 20:03:07:525',46,0.318119,0.776331,0.011384,-0.004444,-0.008929,0.583473,0.007332,1,0.2
4355,'2026/07/05 20:03:07:631',46,0.313396,0.758029,0.011384,-0.002848,-0.008929,0.606796,0.007332,1,0.2
4356,'2026/07/05 20:03:07:741',46,0.313396,0.737779,0.012952,-0.000421,-0.010665,0.606796,0.007332,1,0.2
4357,'2026/07/05 20:03:07:839',46,0.313396,0.717236,0.012952,-0.000421,-0.010665,0.628311,0.007332,1,0.2
4358,'2026/07/05 20:03:07:930',46,0.313396,0.698362,0.011125,0.001175,-0.010665,0.628311,0.007332,1,0.2
4359,'2026/07/05 20:03:08:140',46,0.317187,0.681239,0.011125,0.001175,-0.008819,0.628311,0.007332,1,0.2
4360,'2026/07/05 20:03:08:158',46,0.323445,0.664395,0.011125,0.00285,-0.008819,0.652633,0.007332,1,0.2
4361,'2026/07/05 20:03:08:258',46,0.330689,0.64953,0.011125,0.00285,-0.008819,0.652633,0.007332,1,0.2
4362,'2026/07/05 20:03:08:375',46,0.339751,0.634697,0.011125,0.004645,-0.007198,0.652633,0.007332,1,0.2
4363,'2026/07/05 20:03:08:482',46,0.349682,0.621481,0.009552,0.004645,-0.007198,0.652633,0.007332,1,0.2
4364,'2026/07/05 20:03:08:593',46,0.360765,0.610928,0.009552,0.004645,-0.005611,0.674719,0.007332,1,0.2
4365,'2026/07/05 20:03:08:709',46,0.371085,0.602379,0.007844,0.004645,-0.004109,0.674719,0.007332,1,0.2
4366,'2026/07/05 20:03:08:822',46,0.380738,0.595682,0.007844,0.004645,-0.004109,0.674719,0.007332,1,0.2
4367,'2026/07/05 20:03:08:932',46,0.393228,0.591841,0.007844,0.006273,-0.002071,0.674719,0.007332,1,0.2
4368,'2026/07/05 20:03:09:049',46,0.406176,0.591841,0.007844,0.006273,-0.00053,0.674719,0.007332,1,0.2
4369,'2026/07/05 20:03:09:278',46,0.418839,0.591841,0.007844,0.006273,-0.00053,0.674719,0.007332,1,0.2
4370,'2026/07/05 20:03:09:278',46,0.43082,0.591841,0.007844,0.006273,-0.00053,0.674719,0.007332,1,0.2
4371,'2026/07/05 20:03:09:369',46,0.442322,0.591841,0.007844,0.006273,0.001897,0.674719,0.007332,1,0.2
4372,'2026/07/05 20:03:09:470',46,0.452726,0.594855,0.007844,0.006273,0.001897,0.674719,0.007332,1,0.2
4373,'2026/07/05 20:03:09:579',46,0.463304,0.607173,0.009409,0.006273,0.004628,0.674719,0.007332,1,0.2
4374,'2026/07/05 20:03:09:696',46,0.472527,0.618332,0.009409,0.004756,0.004628,0.674719,0.007332,1,0.2
4375,'2026/07/05 20:03:09:807',46,0.481184,0.631549,0.009409,0.004756,0.007509,0.674719,0.007332,1,0.2
4376,'2026/07/05 20:03:09:917',46,0.488503,0.647004,0.009409,0.004756,0.007509,0.651781,0.007332,1,0.2
4377,'2026/07/05 20:03:10:033',46,0.493799,0.661716,0.009409,0.002945,0.007509,0.651781,0.007332,1,0.2
4378,'2026/07/05 20:03:10:140',46,0.493799,0.679448,0.011511,0.001098,0.00978,0.626806,0.007332,1,0.2
4379,'2026/07/05 20:03:10:245',46,0.497804,0.697382,0.011511,0.001098,0.00978,0.626806,0.007332,1,0.2
4380,'2026/07/05 20:03:10:358',46,0.497804,0.718298,0.011511,-0.000666,0.00978,0.604717,0.007332,1,0.2
4381,'2026/07/05 20:03:10:468',46,0.494711,0.739348,0.011511,-0.000666,0.00978,0.604717,0.007332,1,0.2
4382,'2026/07/05 20:03:10:578',46,0.487827,0.759335,0.011511,-0.003013,0.00978,0.604717,0.007332,1,0.2
4383,'2026/07/05 20:03:10:699',46,0.48117,0.776392,0.011511,-0.003013,0.008009,0.582428,0.007332,1,0.2
4384,'2026/07/05 20:03:10:803',46,0.474478,0.790612,0.009813,-0.003013,0.008009,0.582428,0.007332,1,0.2
4385,'2026/07/05 20:03:10:902',46,0.465118,0.802574,0.009813,-0.005713,0.006036,0.582428,0.007332,1,0.2
4386,'2026/07/05 20:03:11:009',46,0.454551,0.81201,0.009813,-0.005713,0.006036,0.582428,0.007332,1,0.2
4387,'2026/07/05 20:03:11:121',46,0.443047,0.815658,0.009813,-0.005713,0.003643,0.582428,0.007332,1,0.2
4388,'2026/07/05 20:03:11:229',46,0.432476,0.820563,0.007961,-0.005713,0.003643,0.582428,0.007332,1,0.2
4389,'2026/07/05 20:03:11:337',46,0.423719,0.824143,0.006449,-0.004143,0.001954,0.582428,0.004137,1,0.2
4390,'2026/07/05 20:03:36:013',47,0.777334,0.513804,0.014626,0.000042,0.010297,0.789549,0.010818,1,0.2
4391,'2026/07/05 20:03:36:125',47,0.777334,0.536963,0.014626,-0.002269,0.012336,0.789549,0.010818,1,0.2
4392,'2026/07/05 20:03:36:226',47,0.773568,0.558657,0.014626,-0.002269,0.010457,0.789549,0.010818,1,0.2
4393,'2026/07/05 20:03:36:335',47,0.762963,0.577985,0.013111,-0.004536,0.010457,0.767669,0.010818,1,0.2
4394,'2026/07/05 20:03:36:443',47,0.752986,0.595019,0.013111,-0.004536,0.008938,0.767669,0.010818,1,0.2
4395,'2026/07/05 20:03:36:558',47,0.744006,0.608898,0.011181,-0.004536,0.007286,0.767669,0.010818,1,0.2
4396,'2026/07/05 20:03:36:674',47,0.732578,0.620584,0.011181,-0.004536,0.005386,0.767669,0.010818,1,0.2
4397,'2026/07/05 20:03:36:761',47,0.721713,0.629311,0.009478,-0.004536,0.005386,0.746144,0.007577,1,0.2
4398,'2026/07/05 20:03:36:860',47,0.711257,0.63269,0.009478,-0.004536,0.003607,0.746144,0.007577,1,0.2
4399,'2026/07/05 20:03:36:956',47,0.699548,0.637141,0.009478,-0.004536,0.001725,0.746144,0.007577,1,0.2
4400,'2026/07/05 20:03:37:056',47,0.688155,0.640282,0.009478,-0.004536,0.001725,0.746144,0.007577,1,0.2
4401,'2026/07/05 20:03:37:156',47,0.677407,0.640282,0.007741,-0.004536,0.00016,0.746144,0.007577,1,0.2
4402,'2026/07/05 20:03:37:265',47,0.666872,0.640282,0.007741,-0.004536,-0.002184,0.746144,0.007577,1,0.2
4403,'2026/07/05 20:03:37:365',47,0.656313,0.631816,0.007741,-0.004536,-0.002184,0.746144,0.007577,1,0.2
4404,'2026/07/05 20:03:37:479',47,0.646599,0.623479,0.009486,-0.004536,-0.005021,0.746144,0.007577,1,0.2
4405,'2026/07/05 20:03:37:642',47,0.638087,0.613213,0.009486,-0.004536,-0.005021,0.746144,0.007577,1,0.2
4406,'2026/07/05 20:03:37:703',47,0.634588,0.601734,0.009486,-0.002924,-0.005021,0.746144,0.007577,1,0.2
4407,'2026/07/05 20:03:37:806',47,0.629595,0.588427,0.009486,-0.002924,-0.006779,0.746144,0.007577,1,0.2
4408,'2026/07/05 20:03:37:918',47,0.62562,0.575691,0.009486,-0.001358,-0.006779,0.746144,0.007577,1,0.2
4409,'2026/07/05 20:03:38:014',47,0.62562,0.563155,0.009486,-0.001358,-0.006779,0.746144,0.007577,1,0.2
4410,'2026/07/05 20:03:38:128',47,0.62562,0.548149,0.009486,0.001197,-0.006779,0.746144,0.007577,1,0.2
4411,'2026/07/05 20:03:38:323',47,0.632432,0.532702,0.009486,0.003262,-0.006779,0.746144,0.007577,1,0.2
4412,'2026/07/05 20:03:38:348',47,0.639465,0.517406,0.009486,0.003262,-0.006779,0.766632,0.007577,1,0.2
4413,'2026/07/05 20:03:38:449',47,0.646914,0.503595,0.009486,0.003262,-0.006779,0.766632,0.007577,1,0.2
4414,'2026/07/05 20:03:38:561',47,0.655973,0.490827,0.009486,0.003262,-0.006779,0.766632,0.007577,1,0.2
4415,'2026/07/05 20:03:38:669',47,0.664771,0.480438,0.009486,0.003262,-0.004889,0.766632,0.007577,1,0.2
4416,'2026/07/05 20:03:38:779',47,0.673162,0.471817,0.007224,0.003262,-0.004889,0.766632,0.007577,1,0.2
4417,'2026/07/05 20:03:38:880',47,0.682509,0.464228,0.007224,0.005391,-0.004889,0.766632,0.007577,1,0.2
4418,'2026/07/05 20:03:38:970',47,0.69248,0.457482,0.007224,0.005391,-0.003246,0.766632,0.007577,1,0.2
4419,'2026/07/05 20:03:39:090',47,0.703977,0.452403,0.007224,0.005391,-0.003246,0.787517,0.007577,1,0.2
4420,'2026/07/05 20:03:39:198',47,0.714713,0.448275,0.007224,0.005391,-0.003246,0.787517,0.007577,1,0.2
4421,'2026/07/05 20:03:39:308',47,0.725807,0.448275,0.007224,0.005391,-0.001516,0.787517,0.007577,1,0.2
4422,'2026/07/05 20:03:39:427',47,0.736591,0.445234,0.007224,0.005391,-0.001516,0.787517,0.007577,1,0.2
4423,'2026/07/05 20:03:39:535',47,0.748362,0.445234,0.007224,0.005391,0.002346,0.787517,0.007577,1,0.2
4424,'2026/07/05 20:03:39:663',47,0.761501,0.454672,0.009351,0.005391,0.002346,0.787517,0.007577,1,0.2
4425,'2026/07/05 20:03:39:782',47,0.774579,0.464433,0.011332,0.007168,0.006363,0.787517,0.007577,1,0.2
4426,'2026/07/05 20:03:39:878',47,0.787573,0.476981,0.011332,0.007168,0.006363,0.787517,0.007577,1,0.2
4427,'2026/07/05 20:03:39:997',47,0.799056,0.490601,0.011332,0.005572,0.006363,0.787517,0.007577,1,0.2
4428,'2026/07/05 20:03:40:096',47,0.80913,0.509636,0.011332,0.005572,0.009572,0.787517,0.007577,1,0.2
4429,'2026/07/05 20:03:40:209',47,0.817159,0.528091,0.011332,0.003737,0.009572,0.787517,0.007577,1,0.2
4430,'2026/07/05 20:03:40:311',47,0.820438,0.548303,0.013211,0.00161,0.009572,0.787517,0.007577,1,0.2
4431,'2026/07/05 20:03:40:426',47,0.820438,0.569407,0.013211,0.00161,0.009572,0.787517,0.007577,1,0.2
4432,'2026/07/05 20:03:40:529',47,0.820438,0.58914,0.011253,-0.001266,0.009572,0.767473,0.007577,1,0.2
4433,'2026/07/05 20:03:40:641',47,0.820438,0.608199,0.011253,-0.001266,0.009572,0.767473,0.007577,1,0.2
4434,'2026/07/05 20:03:40:731',47,0.816999,0.624968,0.011253,-0.001266,0.009572,0.767473,0.007577,1,0.2
4435,'2026/07/05 20:03:40:853',47,0.808794,0.63947,0.009598,-0.003727,0.007569,0.767473,0.007577,1,0.2
4436,'2026/07/05 20:03:40:961',47,0.801284,0.651607,0.009598,-0.003727,0.005848,0.767473,0.007577,1,0.2
4437,'2026/07/05 20:03:41:072',47,0.791933,0.662014,0.009598,-0.005565,0.005848,0.746798,0.007577,1,0.2
4438,'2026/07/05 20:03:41:184',47,0.781109,0.669887,0.009598,-0.005565,0.004219,0.746798,0.007577,1,0.2
4439,'2026/07/05 20:03:41:289',47,0.769511,0.675628,0.009598,-0.005565,0.002702,0.746798,0.007577,1,0.2
4440,'2026/07/05 20:03:41:381',47,0.756674,0.679705,0.009598,-0.007413,0.002702,0.723593,0.007577,1,0.2
4441,'2026/07/05 20:03:41:498',47,0.74244,0.679705,0.009598,-0.007413,0.000679,0.723593,0.007577,1,0.2
4442,'2026/07/05 20:03:41:609',47,0.729003,0.679705,0.008057,-0.007413,0.000679,0.700747,0.007577,1,0.2
4443,'2026/07/05 20:03:41:726',47,0.714942,0.679705,0.008057,-0.007413,-0.000942,0.700747,0.007577,1,0.2
4444,'2026/07/05 20:03:41:826',47,0.70168,0.679705,0.008057,-0.007413,-0.000942,0.700747,0.007577,1,0.2
4445,'2026/07/05 20:03:41:939',47,0.688445,0.674722,0.008057,-0.007413,-0.002484,0.700747,0.007577,1,0.2
4446,'2026/07/05 20:03:42:051',47,0.676273,0.670095,0.008057,-0.007413,-0.002484,0.700747,0.007577,1,0.2
4447,'2026/07/05 20:03:42:252',47,0.664156,0.658949,0.008057,-0.007413,-0.00404,0.700747,0.007577,1,0.2
4448,'2026/07/05 20:03:42:269',47,0.653638,0.650323,0.008057,-0.005457,-0.00404,0.700747,0.007577,1,0.2
4449,'2026/07/05 20:03:42:380',47,0.644236,0.639831,0.008057,-0.005457,-0.00404,0.700747,0.007577,1,0.2
4450,'2026/07/05 20:03:42:493',47,0.63631,0.62973,0.008057,-0.00379,-0.00404,0.700747,0.007577,1,0.2
4451,'2026/07/05 20:03:42:584',47,0.629696,0.619771,0.008057,-0.00379,-0.00404,0.700747,0.007577,1,0.2
4452,'2026/07/05 20:03:42:699',47,0.624739,0.607971,0.008057,-0.00379,-0.005973,0.700747,0.007577,1,0.2
4453,'2026/07/05 20:03:42:815',47,0.620984,0.596414,0.008057,-0.002032,-0.005973,0.721554,0.007577,1,0.2
4454,'2026/07/05 20:03:42:922',47,0.620984,0.582074,0.008057,-0.000434,-0.00775,0.721554,0.007577,1,0.2
4455,'2026/07/05 20:03:43:031',47,0.620984,0.566807,0.008057,-0.000434,-0.00775,0.721554,0.007577,1,0.2
4456,'2026/07/05 20:03:43:147',47,0.620984,0.551634,0.008057,-0.000434,-0.00775,0.741587,0.007577,1,0.2
4457,'2026/07/05 20:03:43:264',47,0.620984,0.536969,0.008057,0.001728,-0.00775,0.741587,0.007577,1,0.2
4458,'2026/07/05 20:03:43:373',47,0.628593,0.522301,0.010056,0.003585,-0.00775,0.741587,0.007577,1,0.2
4459,'2026/07/05 20:03:43:482',47,0.636556,0.50736,0.010056,0.003585,-0.00775,0.741587,0.007577,1,0.2
4460,'2026/07/05 20:03:43:585',47,0.64504,0.493464,0.010056,0.003585,-0.00775,0.741587,0.007577,1,0.2
4461,'2026/07/05 20:03:43:703',47,0.6564,0.480227,0.010056,0.00568,-0.00775,0.763843,0.007577,1,0.2
4462,'2026/07/05 20:03:43:816',47,0.666976,0.469258,0.008514,0.00568,-0.005661,0.763843,0.007577,1,0.2
4463,'2026/07/05 20:03:43:915',47,0.679068,0.460099,0.008514,0.00568,-0.005661,0.763843,0.007577,1,0.2
4464,'2026/07/05 20:03:44:036',47,0.690951,0.452791,0.008514,0.00568,-0.003862,0.763843,0.007577,1,0.2
4465,'2026/07/05 20:03:44:148',47,0.703308,0.448652,0.008514,0.00568,-0.001274,0.763843,0.007577,1,0.2
4466,'2026/07/05 20:03:44:313',47,0.715748,0.448652,0.008514,0.00568,-0.001274,0.784073,0.007577,1,0.2
4467,'2026/07/05 20:03:44:476',47,0.727293,0.448652,0.008514,0.00568,0.000249,0.784073,0.007577,1,0.2
